ID,Name,IsTestObject,Active,WindMult,SolarMult,Latitude,Longitude,FuelOnly,IsSpecialHydroelectric,ERHRegionID,WAPRegionID,ImprovementCostLevel,OriginalImprovementCostLevel,WeatherID,DegreeDays,AverageTemperature,DesignTemperature,WindSpeed,Elevation,FuelRefer,FuelCityID,Oil1Price,Oil2Price,PropanePrice,BirchPrice,SprucePrice,WoodPelletsPrice,CoalPrice,SteamPrice,HotWaterPrice,MunicipalSalesTax,BoroughSalesTax,Notes
82,"Scammon Bay",0,1,1,0.76,61.84184,-165.580261,0,0,4,6,4,4,37,,,,,0,0,,5.52,,14.11,,,,,,,0.04,0.025,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD and dbT from Cape Romanzof, AEIDC Climatological Summary, 1953-87;"
83,"Nunum Iqua",0,1,1.26,0.88,62.5311241,-164.84935,0,0,4,6,5,5,37,,,,,0,0,,5.35,,11.6153841,,,,,,,0.04,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, dbT from Emmonak; oil and propane costs from ISER survey May 1993;"
84,Akiachak,0,1,1,0.88,60.9100151,-161.424179,0,0,4,6,4,4,6,,,,,0,0,,5.08,,13.14,,,,,,,,,"Weather and Location Data. fuel costs from 7/2021; Elev. From Alaska Wilderness Milepost 1989, weather data from nearest: Bethel; Fuel costs from  Akiachak Fuel"
85,Akiak,0,1,0.55,0.89,60.911972,-161.222458,0,0,4,6,4,4,6,,,,,0,0,,4.69,,19.07,,,,,,,,," Weather and Location Data. Fuel costs from 7/2021;  Elev. From Alaska Wilderness Milepost 1989, HDD, dbT, dT, wind from nearest: Bethel; propane only in 20 lb bottles"
86,Atmautluak,0,1,1.01,0.92,60.8595047,-162.275986,0,0,4,6,4,4,6,,,,,0,0,,4.96,,7.2,,,,,,,,,"Fuel costs from  7/2021; Elev.at airstrip from Alaska Wilderness Milepost 1989, weather data from nearest: Bethel; Fuel costs  Athmauthluak Limited"
87,Chefornak,0,1,1.09,0.8,60.1537361,-164.258682,0,0,4,6,4,4,6,,,,,0,0,,5.25,,,,,,,,,0.02,,"Fuel update 7/2021; HDD and dbT from nearest: Nunivak, elev. At airstrip) from Alaska Wilderness Milepost 1989;"
88,Eek,0,1,1,0.92,60.2154922,-162.021439,0,0,4,6,4,4,6,,,,,0,0,,4.5,,,,,,,,,0.02,,"Oct 2016 Weather and Location Data. fuel costs from 8/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD,dbT from nearest: Cape Newenham;"
89,"Goodnews Bay",0,1,1.21,0.87,59.1193275,-161.583145,0,0,4,6,4,4,27,,,,,0,0,,2.79,,10.07,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD and dbT from nearest: Platinum;oil and propane costs from ISER survey May 1993;"
90,Kasigluk,0,1,1.01,0.94,60.8780441,-162.519745,0,0,4,6,4,4,6,,,,,0,0,,4.25,,16.16,,,,,,,0.04,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; 20 miles NW of Bethel, weather data from Bethel;"
91,Kipnuk,0,1,1.31,1.01,59.93563,-164.0365,0,0,4,6,4,4,27,,,,,0,0,,4.94,,,,,,,,,0,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT from nearest: Cherfornak;"
92,Kongiganak,0,1,1.21,1.07,59.9583054,-162.88858,0,0,4,6,4,4,27,,,,,0,0,,5.43,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from nearest: Dillingham;"
93,Kwethluk,0,1,1,0.97,60.8084755,-161.430252,0,0,4,6,4,4,6,,,,,0,0,,5.56,,11.6,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT, dT wind from Bethel;"
94,Kwigillingok,0,1,1.31,1.03,59.8712273,-163.174149,0,0,4,6,4,4,27,,,,,0,0,,5.2,,16.1,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD and dbT from Cherfornak;"
95,Mekoryok,0,1,1.18,0.62,60.38569,-166.209686,0,0,4,6,4,4,6,,,,,0,0,,4.99,,12.54,,,,,,,0.04,,"Oct 2016 Weather and Location Data. ; HDD, Temp, Elev from AEIDC Climatological Summary, 1982-87, wind from WERA; oil and propane costs from 7/2021"
96,Napakiak,0,1,1,1,60.6920853,-161.9757,0,0,4,6,4,4,6,,,,,0,0,,5.05,,,,,,,,,0.05,,"7/2021 fuel update; elev. (at airstrip) from Ak. Wilderness Milepost 1989, used Bethel weather (10 miles from Bethel)"
97,Napaskiak,0,1,1,1.01,60.7067566,-161.757782,0,0,4,6,4,4,6,,,,,0,0,,4.19,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, 8 miles from Bethel, used Bethel weather; Not tax on fuel"
98,Newtok,0,1,1.09,0.83,60.93775,-164.63298,0,0,4,6,4,4,6,,,,,0,0,,6.5,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT from Scammon Bay"
99,Nightmute,0,1,1.01,0.71,60.4776077,-164.719849,0,0,4,6,4,4,6,,,,,0,0,,6.5,,,,,,,,,0.02,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT from Scammon Bay"
100,Nunapitchuk,0,1,1.01,0.91,60.89635,-162.460388,0,0,4,6,4,4,6,,,,,0,0,,5.15,,17.03,,,,,,,0.04,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. From Ak. Wilderness Milepost 1989, weather from nearest: Bethel (26mi)"
101,Oscarville,0,1,1,1.02,60.7211456,-161.772888,0,0,4,6,4,4,6,,,,,0,0,13,4.25,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 for Bethel; weather from nearest: Bethel (5 mi);"
102,Platinum,0,1,1.41,0.82,59.0074348,-161.812027,0,0,4,6,4,4,27,,,,,0,0,,3.81,,,,,,,,,,,"Oct 2016 Weather and Location Data. HDD, Temp, Elev from AEIDC Climatological Summary, 1939-64; Fuel from July 2019"
103,Quinhagak,0,1,1.21,1.1,59.75037,-161.8985,0,0,4,6,4,4,27,,,,,0,0,,5.25,,15.35,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD and dbT from nearest:Platinum"
104,"Toksook Bay",0,1,1.18,0.65,60.5337944,-165.112457,0,0,4,6,4,4,6,,,,,100,0,,5.75,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT from Chefornak"
105,Tuluksak,0,1,0.55,0.74,61.0987358,-160.9593,0,0,4,6,4,4,6,,,,,0,0,,6,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 6/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from Bethel; fuel 11/07"
106,Tuntutuliak,0,1,1,0.92,60.34221,-162.670044,0,0,4,6,4,4,6,,,,,0,0,,4.99,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from Bethel;"
107,Tununak,0,1,1.18,0.67,60.583725,-165.258331,0,0,4,6,4,4,6,,,,,0,0,,4.8,,10,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from Bethel"
108,Chuathbaluk,0,1,0.55,0.87,61.5765266,-159.24118,0,0,4,6,4,4,6,,,,,200,0,,5.7,,11.86,,,,,,,,,"Oct 2016 Weather and Location Data.                         Fuel costs from  7/2021;                                      elev. (at airstrip) from Alaska Wilderness Milepost 1989, HDD, dT,                                                                 wind from nearest: Aniak;"
109,"Crooked Creek",0,1,1,0.97,61.8689232,-158.129486,0,0,4,6,4,4,35,,,,,100,0,,6.5,,16.1,,,,,,,,,"Oct 2016 Weather and Location Data. Fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 139-57;68-74; wind"
110,"Lime Village",0,1,1,0.89,61.3513756,-155.438583,0,0,4,6,4,4,35,,,,,600,0,,5.6,,15.89,,,,,,,,,"Oct 2016 Weather and Location Data. Fuel costs updated 7/2021; elev. From Ak. Wilderness Milepost 1989, temps -47-82, HDD, dbT from Sleetmute"
111,"Lower Kalskag",0,1,0.55,0.97,61.5133629,-160.3635,0,0,4,6,4,4,6,,,,,0,0,,5.5,,13.77,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev.from Ak. Wilderness Milepost 1989,semi-arctic, HDD, dbT, wind from WERA nearest: Russian Mission;"
114,Sleetmute,0,1,1,1.03,61.69408,-157.16777,0,0,4,6,4,4,35,,,,,200,0,,5.6,,14.83,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;    HDD, Temp, Elev from AEIDC Climatological Summary, 1957-63"
115,"Stony River",0,1,1,1.02,61.78878,-156.5892,0,0,4,6,4,4,35,,,,,200,0,,5.75,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1948-51;67-68"
116,"Upper Kalskag",0,1,0.55,0.97,61.542244,-160.320129,0,0,4,6,4,4,6,,,,,100,0,,5.5,,10.97,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  weather from nearest:Aniak, dT and wind from Bethel,elev.from Ak. Wilderness Milepost 1989,"
117,"Clark's Point",0,1,1,1.1,58.8342247,-158.550018,0,0,3,3,4,4,24,,,,,100,0,,3.6,,,,,,,,,0.06,,"Oct 2016 Weather and Location Data.  fuel for 8/2020; weather from nearest: Dillingham, elev. (at airstrip) from Alaska Wilderness Milepost 1989;"
118,Dillingham,0,1,0.66,1,59.046154,-158.527679,0,0,3,3,3,3,27,,,,,0,0,,4.41,,5.66,,,,,,,0.06,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1922-87; wind from WERA map class;"
119,Ekwok,0,1,0.66,1.07,59.3577843,-157.4709,0,0,3,3,4,4,27,,,,,100,0,,5,,9.53,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev.from Ak. Wilderness Milepost 1989, HDD, dbT, wind from nearest: Dillingham;"
120,Koliganek,0,1,0.66,1.14,59.72712,-157.287735,0,0,3,3,4,4,27,,,,,200,0,,5,,7.42,,,,,,,,,"Oct 2016 Weather and Location Data. Fuel prices from Village Council, 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from nearest: Dillingham;"
121,Manokotak,0,1,0.66,1.09,58.96822,-159.021454,0,0,3,3,4,4,27,,,,,0,0,,5,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 8/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT, wind from nearest: Dillingham; no sales tax on fuel"
122,"New Stuyahok",0,1,1,1.1,59.4511642,-157.319061,0,0,3,3,4,4,27,,,,,300,0,,5.96,,7.42,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, dbT, wind from Dillingham;"
123,Togiak,0,1,1,1.02,59.0600281,-160.391327,0,0,3,3,4,4,27,,,,,0,0,,4.41,,,,,,,,,0.02,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, dbT, wind from Dillingham;"
124,"Twin Hills",0,1,1,1.05,59.0730438,-160.283066,0,0,3,3,4,4,27,,,,,0,0,,6,,8.47,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from Dillingham"
125,"King Salmon",0,1,0.66,1.04,58.6983757,-156.68869,0,0,3,3,3,3,27,,,,,0,0,,3.05,,10.59,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Weather info in Weather database - DO NOT ENTER HERE;"
126,Naknek,0,1,1,1.12,58.74232,-156.953918,0,0,3,3,3,3,27,,,,,0,0,125,3.05,,10.59,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1948-55, wind m/s from WERA;"
127,"South Naknek",0,1,1,1.12,58.7124367,-157.0072,0,0,3,3,3,3,27,,,,,100,0,125,3,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2018; information from Naknek data"
128,"Chignik Lake",0,1,0.4,1.49,56.2511444,-158.748688,0,0,2,2,3,3,11,,,,,100,0,,3.68,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  8/2020;  HDD,dbT, wind from nearest: Chignik;"
129,Egegik,0,1,1.21,1.22,58.21299,-157.359848,0,0,3,3,4,4,27,,,,,0,0,,2.7,,8.15,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, Temp, Elev from AEIDC Climatological Summary, 1971-73;wind from WERA map class,  elev. (at airstrip) from Ak. Wilderness Milepost 1989;"
130,Igiugig,0,1,0.98,0.89,59.3263664,-155.8974,0,0,3,3,3,3,24,,,,,100,0,,8.09,,10.17,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from nearest: Dillingham;"
131,Iliamna,0,1,1,0.98,59.7577934,-154.8481,0,0,3,3,3,3,24,,,,,100,0,,5.24,,6,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021  flown in; HDD, Temp, Elev from AEIDC Climatological Summary, 1941-73;75-87, wind m/s from WERA;"
133,Kokhanok,0,1,1,1.04,59.4390259,-154.768082,0,0,3,3,3,3,24,,,,,100,0,131,7,,7.41,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1955-59;"
134,Levelock,0,1,1,1.05,59.111,-156.861877,0,0,3,3,4,4,27,,,,,100,0,,6.5,,9.53,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; elev. From Ak. Wilderness Milepost 1989, HDD, dbT, wind from Dillingham;"
135,Newhalen,0,1,1,1,59.72745,-154.890808,0,0,3,3,4,4,24,,,,,100,0,131,5.24,,6,,,,,,,0.02,0.03,"Oct 2016 Weather and Location Data. fuel costs from 1/2021; elev.from Ak. Wilderness Milepost 1989, weather from closest: Iliamna"
136,Nondalton,0,1,0.61,0.93,59.9648438,-154.855164,0,0,3,3,3,3,24,,,,,300,0,,5.29,,8.9,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 8/2020; elev. From Ak. Wilderness Milepost 1989, weather from closest: Iliamna;"
137,"Pedro Bay",0,1,0.61,0.87,59.7831764,-154.115829,0,0,3,3,3,3,24,,,,,100,0,,3.63,,6.44,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021; weather from nearest: Iliamna;"
138,Perryville,0,1,1.62,1.05,55.9138,-159.1576,0,0,3,3,4,4,28,,,,,0,0,,3.06,,9.2,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 weather from Chignik;"
139,"Pilot Point",0,1,1.21,0.93,57.5584526,-157.571426,0,0,3,3,4,4,27,,,,,0,0,,4.5,,4.75,,,,,,,0,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;Temp, Elev from AEIDC Climatological Summary, 1939-45; fuel prices from 6/2008 survey (Valerie Jefferies [valerieorloff@yahoo.com])"
140,"Port Alsworth",0,1,1,1,60.20241,-154.32016,0,0,3,3,3,3,40,,,,,300,0,,,,,,,,,,,,,"Oct 2016 Weather and Location Data. HDD, Temp, Elev from AEID CClimatological Summary, 1960-87, from WERA map class"
141,"Port Heiden",0,1,0.79,1.34,56.9315338,-158.621582,0,0,3,3,4,4,11,,,,,100,0,,4.5,,10.59,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1957-87;  design temp and wind from WERA"
142,Ugashik,0,1,1,0.94,57.50456,-157.39537,0,0,3,3,3,3,27,,,,,0,0,,5.5,,12.92,,,,,,,,,"Oct 2016 Weather and Location Data. Fuel hauled from Pilot Point includes $1/gal hauling fee;  fuel costs from 7/2021 elev. From Ak. Wilderness Milepost 1989, weather from Port Heiden"
143,"False Pass",0,1,0.73,1.46,54.85296,-163.418518,0,0,2,3,3,3,11,,,,,0,0,,3.62,,8,,,,,,,,,"Oct 2016 Weather and Location Data. 3% sales tax not used for fuel; fuel costs from 7/2021; elev.from Ak. Wilderness Milepost 1989, weather from nearest: Cold Bay;  NO SALES TAX ON FUEL"
144,"King Cove",0,1,1.13,1,55.0541229,-162.306152,0,0,2,3,4,4,11,,,,,0,0,,3.81,,,,,,,,,0.06,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. (at airstrip) from Ak. Wilderness Milepost 1989, weather from nearest: Cold Bay;"
145,"Nelson Lagoon",0,1,0.85,1.45,56.0006943,-161.204239,0,0,2,3,4,4,11,,,,,0,0,,5.25,,8.47,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 ; elev. (at airstrip) from Ak. Wilderness Milepost 1989, HDD, dbT, wind from Sand Point;"
146,"Sand Point",0,1,0.73,1.39,55.3423653,-160.491058,0,0,2,3,4,4,11,,,,,100,0,,4.35,4.35,9.54,,,,,,,0.04,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1980-87, wind nearest Cold Bay; oil from 11/03 survey and propane costs from ISER survey May 1993;"
147,Nikolski,0,1,1.33,1.24,52.9407043,-168.863617,0,0,2,3,3,3,16,,,,,0,0,,,,,,,,,,,,,"Oct 2016 Weather and Location Data. Wind m/s from WERA, HDD and dT from BEES,elev. From Ak. Wilderness Milepost 1989,"
148,"Saint George",0,1,0.95,0.59,56.6018753,-169.603119,0,0,2,3,5,5,43,,,,,0,0,,,6.95,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; No sales tax on fuel;  HDD, Temp, Elev from AEIDC Climatological Summary, 1954-60, wind and dT from nearest: St. Paul;"
149,"Saint Paul",0,1,1,1,57.1298561,-170.275726,0,0,2,3,5,5,43,,,,,0,0,,3.65,3.65,,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Weather info in Weather database - DO NOT ENTER HERE;"
151,Unalaska,0,1,1,1,53.87313,-166.525314,0,0,2,3,3,3,16,,,,,0,0,,3.59,3.59,5.97,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1922-87Degree days, design temp from BEES Appendix, wind nearest Adak; oil and propane costs from Rural CAP Raven Americorp 3/2001"
152,Anvik,0,1,0.55,1,62.651474,-160.194931,0,0,4,4,5,5,6,,,,,200,0,,5,,9.53,,,,,,,,,"Fuel costs from 7/2021; Elev. And weather city from Alaska Wilderness Milepost 1989, weather from nearest: Holy Cross, dT from Bethel, wind from nearest: Aniak;"
153,Grayling,0,1,0.55,0.99,62.9097061,-160.071,0,0,4,4,4,4,6,,,,,100,0,,5,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021;  HDD, Temp, Elev from McGrath;"
154,"Holy Cross",0,1,0.55,0.91,62.2033272,-159.779846,0,0,4,4,4,4,6,,,,,400,0,,6.05,,10.17,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1915-76, wind nearest Aniak"
155,McGrath,0,1,1,1,62.9469681,-155.579269,0,0,4,4,3,3,35,,,,,300,0,,6.54,,8.26,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; Weather info in Weather database - DO NOT ENTER HERE;"
156,Nikolai,0,1,1,0.91,63.01546,-154.378662,0,0,4,4,4,4,35,,,,,400,0,,8,,9.53,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1970-76, wind nearest Mcgrath"
157,Shageluk,0,1,0.55,0.99,62.65226,-159.525558,0,0,4,4,4,4,6,,,,,100,0,,5.5,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD,dbT and wind from nearest: Holy Cross"
158,Takotna,0,1,1,1.01,62.9839172,-156.0923,0,0,4,4,4,4,35,,,,,700,0,,4.17,,,,,,,,,,,"Oct 2016 Weather and Location Data. All weather from nearest:McGrath (14 mi); Fuel survey Jan 2019 - fuel delivered once a year in the fall"
159,Beaver,0,1,1,1.12,66.3645859,-147.394913,0,0,4,4,5,5,38,,,,,400,0,,4.5,,7.94,,,,,,,,,"fuel price from 7/2020 - Evert's Flying Service; dT from BEES,Elev.(at airstrip) from Alaska Wilderness Milepost 1989, HDD, dbT and wind from nearest: Bettles"
160,"Birch Creek",0,1,1,1.13,66.26164,-145.817947,0,0,4,4,5,5,38,,,,,400,0,161,3.5,,,,,,,,,,,"8/2020 fuel prices; Weather and Location Data. Weather from nearest: Ft. Yukon"
161,"Fort Yukon",0,1,1,1.07,66.56494,-145.246429,0,0,4,4,4,4,38,,,,,400,0,,5.39,,,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021;  HDD, Temp, Elev from AEIDCClimatological Summary, 1922-87, wind m/s from WERA, dT from BEES;"
162,Venetie,0,1,1,1.2,67.015686,-146.411087,0,0,4,4,5,5,7,,,,,600,0,,8.5,,14.83,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, Temp, Elev from AEIDC Climatological Summary, 1962-66"
163,Alatna,0,1,1,1.08,66.56186,-152.709045,0,0,4,4,4,4,7,,,,,500,0,,7,7,12.92,,,,,,,,,"Weather and Location Data. fuel costs from 7/2021; weather from nearest: Allakaket, dT from Bettles;"
164,Evansville,0,1,1,1,66.91988,-151.496552,0,0,4,4,4,4,7,,,,,600,0,14,7.45,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  8/2020; weather from nearest: Bettles"
165,Galena,0,1,1,0.98,64.74309,-156.8657,0,0,4,4,3,3,46,,,,,100,0,,5.02,,10.03,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1949-87;"
166,Hughes,0,1,1,1.09,66.0420761,-154.251541,0,0,4,4,4,4,46,,,,,300,0,,9,,13.35,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1941-70;"
167,Huslia,0,1,1,1.06,65.70224,-156.386551,0,0,4,4,4,4,46,,,,,200,0,,6.25,,8.47,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from nearest: Hughes;"
168,Kaltag,0,1,1,1.05,64.32466,-158.729172,0,0,4,4,4,4,35,,,,,100,0,,4.25,,8.47,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; elev.from Ak. Wilderness Milepost 1989, weather from nearest: Nulato"
169,Koyukuk,0,1,1,1.04,64.88212,-157.70784,0,0,4,4,5,5,35,,,,,100,0,,6.5,,8.47,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; elev. From Ak. Wilderness Milepost 1989, dbT from Nulato;"
170,Minchumina,0,1,1,0.96,63.8955231,-152.2896,0,0,4,4,4,4,48,,,,,700,0,,,,,,,,,,,,,"Oct 2016 Weather and Location Data. HDD, Temp, Elev from AEIDC Climatological Summary, 1967-69;75-87"
171,"Manley Hot Springs",0,1,1,1.08,64.99541,-150.633484,0,0,4,4,3,3,46,,,,,300,0,,3.31,,6.48,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1930-87, wind nearest Tanana;          Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
172,Minto,0,1,1,1.05,65.15057,-149.3551,0,0,4,4,4,4,19,,,,,400,0,,4.15,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 elev. From Ak. Wilderness Milepost 1989, HDD, dbT from Rampart"
173,Nulato,0,1,1,1.07,64.73174,-158.1119,0,0,4,4,4,4,35,,,,,200,0,,4.7,,8.69,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Temp, Elev from AEIDCClimatological Summary, 1922-24;31-44,"
174,Rampart,0,1,1,1.02,65.5100861,-150.152481,0,0,4,4,4,4,46,,,,,300,0,,5,,,,,,,,,,,"Oct 2016 Weather and Location Data. Fuel costs fro 8/2020; HDD, Temp, Elev from AEIDC Climatological Summary, 1963-70;75-78"
175,Ruby,0,1,1,0.97,64.73418,-155.4847,0,0,4,4,4,4,46,,,,,300,0,,4.75,,9.75,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Temp, Elev from AEIDC Climatological Summary, 1922-42, HDD from McGrath;"
176,"Stevens Village",0,1,1,1.15,66.00802,-149.093246,0,0,4,4,4,4,7,,,,,300,0,,4.5,,,,,,,,,,,"Oct 2016 Weather and Location Data. HDD, dbT from Rampart; fuel update 2/2020"
177,Tanana,0,1,1,1,65.1726456,-152.067108,0,0,4,4,2,2,46,,,,,200,0,,3.25,,8.68,,,,,,,,,"Oct 2016 Weather and Location Data. SALES TAX DOES NOT ncl  fuel costs from 1/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1922-87, wind m/s from WERA, dT from BEES"
178,Wiseman,0,1,1,0.99,67.4114,-150.121582,0,0,4,4,4,4,7,,,,,1300,0,,3.89,,,,,,,,,,,"Oct 2016 Weather and Location Data. HDD from AEIDC Climatological Summary, 1936-52; fuel update 7.2021"
179,"Dot Lake",0,1,1,0.94,63.6433868,-144.043518,0,0,4,4,3,3,8,,,,,1500,0,,3,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1965-74;wind from WERA map class"
181,Eagle,0,1,1,0.99,64.78451,-141.200867,0,0,4,4,3,3,17,,,,,900,0,,4.5,,5,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1972-87;"
182,Healy,0,1,1,0.86,63.9011879,-149.047852,0,0,4,4,2,2,13,,,,,1400,0,,2.65,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021;  HDD, Temp, Elev from AEIDC Climatological Summary, 1976-87, wind from WERA map class;   Propane is average price of thise with own tanks an with rentals"
183,Northway,0,1,1,1,62.9645348,-141.868164,0,0,4,4,3,3,39,,,,,1700,0,,3,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 ; HDD, Temp, Elev from AEIDC Climatological Summary, 1949-87, wind m/s from WERA, dT from BEES"
184,Tanacross,0,1,1,0.97,63.3625755,-143.396515,0,0,4,4,2,2,47,,,,,1500,0,,2.9,,2.75999045,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1941-67, wind and dT from nearest :Tok"
185,Tetlin,0,1,1,1.04,63.1371231,-142.5264,0,0,4,4,3,3,39,,,,,1600,0,,3,,2.85,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather and wind from nearest: Tok"
