tmy_id,city,state,utc_offset,latitude,longitude,elevation,db_temp_avg,rh_avg,wind_spd_avg,heating_design_temp,url
702320,ANIAK AIRPORT,AK,-9.0,61.583,-159.533,85.30184,33.662657534246584,67.65388127853882,5.384386080365297,-30.2,v01/tmy3/702320
702460,MINCHUMINA,AK,-9.0,63.883,-152.283,698.81892,30.34757534246576,63.26723744292237,2.7667321710045667,-33.4,v01/tmy3/702460
702495,HAYES RIVER,AK,-9.0,61.983,-152.083,1000.6562,36.81047945205479,69.02694063926941,3.1420835529680367,-9.1,v01/tmy3/702495
702510,TALKEETNA STATE ARPT,AK,-9.0,62.317,-150.1,344.4882,35.23648630136987,74.30182648401826,5.27649713630137,-17.6,v01/tmy3/702510
702590,KENAI MUNICIPAL AP,AK,-9.0,60.583,-151.233,85.30184,37.98290410958904,76.49212328767123,7.949589364611873,-15.9,v01/tmy3/702590
702595,SOLDOTNA,AK,-9.0,60.467,-151.033,111.54856,37.71037671232876,71.11735159817351,3.666513196575343,-17.9,v01/tmy3/702595
702600,NENANA MUNICIPAL AP,AK,-9.0,64.55,-149.1,357.61156,30.39245205479452,59.50251141552511,5.701388057077627,-41.0,v01/tmy3/702600
702606,CHULITNA,AK,-9.0,62.883,-149.833,1250.00004,35.66505479452055,74.03698630136986,6.075692469406394,-26.8,v01/tmy3/702606
702607,HOONAH,AK,-9.0,58.083,-135.45,19.68504,41.027143835616435,81.00719178082191,5.566150223287671,12.4,v01/tmy3/702607
702610,FAIRBANKS INTL ARPT,AK,-9.0,64.817,-147.85,436.35172,29.417,67.80958904109589,5.511222621232877,-38.6,v01/tmy3/702610
702647,HEALY RIVER AIRPORT,AK,-9.0,63.883,-149.017,1299.21264,35.50247945205479,63.70958904109589,6.249387285388129,-36.0,v01/tmy3/702647
702650,FAIRBANKS/EIELSON A,AK,-9.0,64.65,-147.1,547.90028,31.842952054794527,74.11986301369863,4.988631558447489,-39.6,v01/tmy3/702650
702670,BIG DELTA ALLEN AAF,AK,-9.0,64.0,-145.717,1266.40424,30.916363013698625,62.49326484018265,8.850596110730596,-32.0,v01/tmy3/702670
702710,GULKANA INTERMEDIATE FIELD,AK,-9.0,62.15,-145.45,1568.24152,28.596582191780822,70.05079908675799,5.546640837899544,-33.2,v01/tmy3/702710
702730,ANCHORAGE INTL AP,AK,-9.0,61.183,-150.0,114.82939999999999,37.330917808219176,71.81210045662101,7.130118570776257,-4.5,v01/tmy3/702730
702740,PALMER MUNICIPAL,AK,-9.0,61.6,-149.083,232.93964,41.46806164383561,68.10764840182648,7.371738733789956,-9.3,v01/tmy3/702740
702746,BIRCHWOOD,AK,-9.0,61.417,-149.517,98.4252,39.111397260273975,69.37865296803653,3.1943298913242004,-8.5,v01/tmy3/702746
702750,VALDEZ WSO,AK,-9.0,61.133,-146.35,22.96588,39.336438356164386,74.86449771689497,6.1659616805936075,7.1,v01/tmy3/702750
702756,VALDEZ PIONEER FIEL,AK,-9.0,61.133,-146.267,124.67192,39.94050684931507,75.22054794520548,3.0982385075342465,5.3,v01/tmy3/702756
702757,WHITTIER,AK,-9.0,60.767,-148.683,29.52756,39.351294520547945,78.16963470319635,8.97638568196347,9.8,v01/tmy3/702757
702770,SEWARD,AK,-9.0,60.117,-149.45,59.05512,40.051054794520546,75.64429223744293,9.590624891552514,7.0,v01/tmy3/702770
702910,NORTHWAY AIRPORT,AK,-9.0,62.967,-141.933,1712.5984799999999,23.911527397260276,69.04577625570776,4.288362087899545,-44.9,v01/tmy3/702910
702960,CORDOVA,AK,-9.0,60.5,-145.5,39.37008,39.821205479452054,78.13219178082191,4.766444173287671,2.4,v01/tmy3/702960
702986,BIG RIVER LAKE,AK,-9.0,60.817,-152.3,39.37008,37.62522602739727,73.40639269406392,6.393103019634704,-15.9,v01/tmy3/702986
703080,ST PAUL ISLAND ARPT,AK,-9.0,57.167,-170.217,22.96588,36.17030821917808,85.875,16.101499227168954,4.7,v01/tmy3/703080
703160,COLD BAY ARPT,AK,-9.0,55.2,-162.717,95.14436,38.92517123287671,84.175,16.87015368995434,11.7,v01/tmy3/703160
703165,SAND POINT,AK,-9.0,55.317,-160.517,22.96588,39.9571712328767,73.48664383561643,11.345754572831051,15.5,v01/tmy3/703165
703210,DILLINGHAM (AMOS),AK,-9.0,59.05,-158.517,95.14436,36.315212328767124,73.57009132420092,8.23553975410959,-14.7,v01/tmy3/703210
703260,KING SALMON ARPT,AK,-9.0,58.683,-156.65,49.2126,35.6881506849315,79.05502283105022,10.495283263470323,-19.1,v01/tmy3/703260
703330,PORT HEIDEN,AK,-9.0,56.95,-158.617,95.14436,37.702917808219176,68.59726027397261,13.349169272602742,-1.6,v01/tmy3/703330
703400,ILIAMNA ARPT,AK,-9.0,59.75,-154.917,187.00788,38.3033698630137,73.4744292237443,10.724033360730596,-14.6,v01/tmy3/703400
703407,SLEETMUTE,AK,-9.0,61.717,-157.15,177.16536,34.121575342465746,67.02945205479452,2.7275346493150687,-32.7,v01/tmy3/703407
703410,HOMER ARPT,AK,-9.0,59.65,-151.483,88.58268,38.797835616438356,75.50228310502283,7.965064086529682,4.0,v01/tmy3/703410
703430,MIDDLETON ISLAND AUT,AK,-9.0,59.467,-146.317,45.93176,42.286979452054794,67.77545662100457,13.44472440365297,23.1,v01/tmy3/703430
703500,KODIAK AIRPORT,AK,-9.0,57.75,-152.5,16.4042,41.75815753424657,77.82865296803654,10.812132025114156,12.8,v01/tmy3/703500
703606,TOGIAC VILLAGE AWOS,AK,-9.0,59.05,-160.4,19.68504,36.8427602739726,76.16506849315068,11.038277466210046,-13.6,v01/tmy3/703606
703610,YAKUTAT STATE ARPT,AK,-9.0,59.517,-139.633,26.24672,40.366856164383556,83.74189497716895,6.360442674200914,7.0,v01/tmy3/703610
703620,SKAGWAY AIRPORT,AK,-9.0,59.467,-135.3,29.52756,42.180150684931505,68.59417808219177,10.167786054566212,5.8,v01/tmy3/703620
703670,GUSTAVUS,AK,-9.0,58.417,-135.7,39.37008,40.60995890410959,75.2453196347032,4.422604023744293,5.3,v01/tmy3/703670
703710,SITKA JAPONSKI AP,AK,-9.0,57.05,-135.367,13.12336,43.12708219178083,72.83949771689498,7.566321870776258,20.9,v01/tmy3/703710
703810,JUNEAU INT'L ARPT,AK,-9.0,58.35,-134.583,13.12336,41.865273972602736,81.0074200913242,7.632306493607307,8.9,v01/tmy3/703810
703855,KAKE SEAPLANE BASE,AK,-9.0,56.967,-133.95,0.0,42.39037671232877,75.250799086758,6.659901525570777,16.3,v01/tmy3/703855
703860,PETERSBURG,AK,-9.0,56.8,-132.95,108.26772,41.915287671232875,79.42009132420091,3.9138533888127864,12.2,v01/tmy3/703860
703870,WRANGELL,AK,-9.0,56.483,-132.367,42.65092,43.07291780821918,75.67431506849314,5.97689428607306,15.8,v01/tmy3/703870
703884,HYDABURG SEAPLANE,AK,-9.0,55.2,-132.833,0.0,47.92011643835617,67.64885844748858,7.467038506392695,21.3,v01/tmy3/703884
703950,KETCHIKAN INTL AP,AK,-9.0,55.367,-131.717,75.45932,43.30880821917808,78.33493150684932,7.987382414840183,18.9,v01/tmy3/703950
703980,ANNETTE ISLAND AP,AK,-9.0,55.05,-131.567,108.26772,46.28143835616439,80.587899543379,9.097553265296805,21.6,v01/tmy3/703980
704140,SHEMYA AFB,AK,-10.0,52.717,174.117,101.70604,37.976698630136994,81.03881278538813,17.33094800844749,23.3,v01/tmy3/704140
704540,ADAK NAS,AK,-10.0,51.883,-176.65,16.4042,39.84859589041097,75.70228310502283,13.728631925570777,22.6,v01/tmy3/704540
704890,DUTCH HARBOR,AK,-9.0,53.9,-166.55,13.12336,40.4453493150685,74.33573059360731,11.239397779452055,21.2,v01/tmy3/704890
